Temperature,Humidity,Pressure,Windspeed,Winddirection,Directinclined,Diffuseinclined,Reflected,Globalinclined,Directhoriz,Diffushoriz,Globalhoriz,TopAtm,ClearSkiGHI,Nebulosity,EPEX
284.1432,66.1685,1005.6701,6.2033,214.4042,94,116,1,211,41,104,145,385,47.4554,7,18.41
284.375775,65.66215,1005.64495,6.206875,214.301275,113.75,120.25,1.25,235.25,50.25,106,156.25,396.75,51.4699,7,18.75
284.60835,65.1558,1005.6198,6.21045,214.19835,133.5,124.5,1.5,259.5,59.5,108,167.5,408.5,54.9282,7,19.09
284.840925,64.64945,1005.59465,6.214025,214.095425,153.25,128.75,1.75,283.75,68.75,110,178.75,420.25,57.7432,7,19.43
285.0735,64.1431,1005.5695,6.2176,213.9925,173,133,2,308,78,112,190,432,59.8844,7,19.77
285.156125,64.035,1005.55045,6.182275,213.819375,202.25,132.75,2,337.25,91,108.25,199.25,429,61.3324,7,19.7875
285.23875,63.9269,1005.5314,6.14695,213.64625,231.5,132.5,2,366.5,104,104.5,208.5,426,62.0747,7,19.805
285.321375,63.8188,1005.51235,6.111625,213.473125,260.75,132.25,2,395.75,117,100.75,217.75,423,62.1052,7,19.8225
285.404,63.7107,1005.4933,6.0763,213.3,290,132,2,425,130,97,227,420,61.4332,7,19.84
285.25395,64.193175,1005.5387,6.08255,213.27285,247,125.25,1.75,375,110,95.25,205.25,402.75,60.0649,7,20.2325
285.1039,64.67565,1005.5841,6.0888,213.2457,204,118.5,1.5,325,90,93.5,183.5,385.5,58.004,7,20.625
284.95385,65.158125,1005.6295,6.09505,213.21855,161,111.75,1.25,275,70,91.75,161.75,368.25,55.27,7,21.0175
284.8038,65.6406,1005.6749,6.1013,213.1914,118,105,1,225,50,90,140,351,51.8901,7,21.41
284.517975,66.575975,1005.737475,6.1315,213.00255,92,90.75,0.75,184.5,38.75,79.5,118.25,320.5,47.9382,7,20.81
284.23215,67.51135,1005.80005,6.1617,212.8137,66,76.5,0.5,144,27.5,69,96.5,290,43.4819,7,20.21
283.946325,68.446725,1005.862625,6.1919,212.62485,40,62.25,0.25,103.5,16.25,58.5,74.75,259.5,38.5286,7,19.61
283.6605,69.3821,1005.9252,6.2221,212.436,14,48,0,63,5,48,53,229,33.1469,7,19.01
283.514025,69.94285,1005.998675,6.25815,212.365575,11.5,39.5,0,52,4,39.75,43.75,188.25,27.4855,7,18.6675
283.36755,70.5036,1006.07215,6.2942,212.29515,9,31,0,41,3,31.5,34.5,147.5,21.8455,7,18.325
283.221075,71.06435,1006.145625,6.33025,212.224725,6.5,22.5,0,30,2,23.25,25.25,106.75,16.1354,7,17.9825
283.0746,71.6251,1006.2191,6.3663,212.1543,4,14,0,19,1,15,16,66,10.6688,7,17.64
283.0931,71.7759,1006.326075,6.371575,212.793375,3,10.5,0,14.25,0.75,11.25,12,49.5,6.4781,7,19.3725
283.1116,71.9267,1006.43305,6.37685,213.43245,2,7,0,9.5,0.5,7.5,8,33,2.6015,7,21.105
283.1301,72.0775,1006.540025,6.382125,214.071525,1,3.5,0,4.75,0.25,3.75,4,16.5,0.0875,7,22.8375
283.1486,72.2283,1006.647,6.3874,214.7106,0,0,0,0,0,0,0,0,0,7,24.57
283.1759,72.405975,1006.812675,6.3846,215.7692,0,0,0,0,0,0,0,0,0,7,26.095
283.2032,72.58365,1006.97835,6.3818,216.8278,0,0,0,0,0,0,0,0,0,7,27.62
283.2305,72.761325,1007.144025,6.379,217.8864,0,0,0,0,0,0,0,0,0,7,29.145
283.2578,72.939,1007.3097,6.3762,218.945,0,0,0,0,0,0,0,0,0,7,30.67
283.283775,73.02815,1007.526575,6.37095,219.887275,0,0,0,0,0,0,0,0,0,7,31.635
283.30975,73.1173,1007.74345,6.3657,220.82955,0,0,0,0,0,0,0,0,0,7,32.6
283.335725,73.20645,1007.960325,6.36045,221.771825,0,0,0,0,0,0,0,0,0,7,33.565
283.3617,73.2956,1008.1772,6.3552,222.7141,0,0,0,0,0,0,0,0,0,7,34.53
283.3717,73.242575,1008.26765,6.3526,223.1783,0,0,0,0,0,0,0,0,0,7,34.705
283.3817,73.18955,1008.3581,6.35,223.6425,0,0,0,0,0,0,0,0,0,7,34.88
283.3917,73.136525,1008.44855,6.3474,224.1067,0,0,0,0,0,0,0,0,0,7,35.055
283.4017,73.0835,1008.539,6.3448,224.5709,0,0,0,0,0,0,0,0,0,7,35.23
283.3706,73.0086,1008.55295,6.3558,224.615225,0,0,0,0,0,0,0,0,0,7.25,34.66
283.3395,72.9337,1008.5669,6.3668,224.65955,0,0,0,0,0,0,0,0,0,7.5,34.09
283.3084,72.8588,1008.58085,6.3778,224.703875,0,0,0,0,0,0,0,0,0,7.75,33.52
283.2773,72.7839,1008.5948,6.3888,224.7482,0,0,0,0,0,0,0,0,0,8,32.95
283.223725,72.74265,1008.613475,6.408725,224.49845,0,0,0,0,0,0,0,0,0,8,30.9125
283.17015,72.7014,1008.63215,6.42865,224.2487,0,0,0,0,0,0,0,0,0,8,28.875
283.116575,72.66015,1008.650825,6.448575,223.99895,0,0,0,0,0,0,0,0,0,8,26.8375
283.063,72.6189,1008.6695,6.4685,223.7492,0,0,0,0,0,0,0,0,0,8,24.8
283.003575,72.637,1008.6651,6.511075,223.5218,0,0,0,0,0,0,0,0,0,8,25.8925
282.94415,72.6551,1008.6607,6.55365,223.2944,0,0,0,0,0,0,0,0,0,8,26.985
282.884725,72.6732,1008.6563,6.596225,223.067,0,0,0,0,0,0,0,0,0,8,28.0775
282.8253,72.6913,1008.6519,6.6388,222.8396,0,0,0,0,0,0,0,0,0,8,29.17
282.762075,72.7297,1008.66165,6.706525,222.743275,0,0,0,0,0,0,0,0,0,8,29.235
282.69885,72.7681,1008.6714,6.77425,222.64695,0,0,0,0,0,0,0,0,0,8,29.3
282.635625,72.8065,1008.68115,6.841975,222.550625,0,0,0,0,0,0,0,0,0,8,29.365
282.5724,72.8449,1008.6909,6.9097,222.4543,0,0,0,0,0,0,0,0,0,8,29.43
282.4713,72.96575,1008.64665,6.98405,222.525875,0,0,0,0,0,0,0,0,0,8,27.61
282.3702,73.0866,1008.6024,7.0584,222.59745,0,0,0,0,0,0,0,0,0,8,25.79
282.2691,73.20745,1008.55815,7.13275,222.669025,0,0,0,0,0,0,0,0,0,8,23.97
282.168,73.3283,1008.5139,7.2071,222.7406,0,0,0,0,0,0,0,0,0,8,22.15
282.0436,73.503575,1008.617075,7.280725,222.819625,0,0,0,0,0,0,0,0,0,8,21.07
281.9192,73.67885,1008.72025,7.35435,222.89865,0,0,0,0,0,0,0,0,0,8,19.99
281.7948,73.854125,1008.823425,7.427975,222.977675,0,0,0,0,0,0,0,0,0,8,18.91
281.6704,74.0294,1008.9266,7.5016,223.0567,0,0,0,0,0,0,0,0,0,8,17.83
281.564125,74.073225,1009.03345,7.542375,222.901175,0,0,0,0,0,0,0,0,0,8,18.0075
281.45785,74.11705,1009.1403,7.58315,222.74565,0,0,0,0,0,0,0,0,0,8,18.185
281.351575,74.160875,1009.24715,7.623925,222.590125,0,0,0,0,0,0,0,0,0,8,18.3625
281.2453,74.2047,1009.354,7.6647,222.4346,0,0,0,0,0,0,0,0,0,8,18.54
281.1794,74.09175,1009.4214,7.687025,222.345575,0,0,0,0,0,0,0,0,0,6.75,17.075
281.1135,73.9788,1009.4888,7.70935,222.25655,0,0,0,0,0,0,0,0,0,5.5,15.61
281.0476,73.86585,1009.5562,7.731675,222.167525,0,0,0,0,0,0,0,0,0,4.25,14.145
280.9817,73.7529,1009.6236,7.754,222.0785,0,0,0,0,0,0,0,0,0,3,12.68
280.930925,73.606125,1009.674575,7.783,221.975525,0,0,0,0,0,0,0,0,0,2.5,12.8575
280.88015,73.45935,1009.72555,7.812,221.87255,0,0,0,0,0,0,0,0,0,2,13.035
280.829375,73.312575,1009.776525,7.841,221.769575,0,0,0,0,0,0,0,0,0,1.5,13.2125
280.7786,73.1658,1009.8275,7.87,221.6666,0,0,0,0,0,0,0,0,0,1,13.39
280.7453,73.073725,1009.9586,7.914275,221.73855,0,0,0,0,0,0,0,0,0,0.5,14.4425
280.712,72.98165,1010.0897,7.95855,221.8105,0,0,0,0,0,0,0,0,0,0,15.495
280.6787,72.889575,1010.2208,8.002825,221.88245,0,0,0,0,0,0,0,0,0,-0.5,16.5475
280.6454,72.7975,1010.3519,8.0471,221.9544,0,0,0,0,0,0,0,0,0,-1,17.6
280.631675,72.724875,1010.474375,8.0724,222.277,0,0,0,0,0,0,0,0,0,0.75,20.05
280.61795,72.65225,1010.59685,8.0977,222.5996,0,0,0,0,0,0,0,0,0,2.5,22.5
280.604225,72.579625,1010.719325,8.123,222.9222,0,0,0,0,0,0,0,0,0,4.25,24.95
280.5905,72.507,1010.8418,8.1483,223.2448,0,0,0,0,0,0,0,0,0,6,27.4
280.6924,72.312375,1010.9764,8.14465,223.6692,0.25,1.25,0,1.25,0,1.25,1.25,1.25,0,6,30.93
280.7943,72.11775,1011.111,8.141,224.0936,0.5,2.5,0,2.5,0,2.5,2.5,2.5,0,6,34.46
280.8962,71.923125,1011.2456,8.13735,224.518,0.75,3.75,0,3.75,0,3.75,3.75,3.75,0,6,37.99
280.9981,71.7285,1011.3802,8.1337,224.9424,1,5,0,5,0,5,5,5,0,6,41.52
281.232925,71.403525,1011.47875,8.10895,225.169975,10.5,15,0,24.75,2.75,13.5,16.25,36.75,0,6.25,42.235
281.46775,71.07855,1011.5773,8.0842,225.39755,20,25,0,44.5,5.5,22,27.5,68.5,0,6.5,42.95
281.702575,70.753575,1011.67585,8.05945,225.625125,29.5,35,0,64.25,8.25,30.5,38.75,100.25,1.4077,6.75,43.665
281.9374,70.4286,1011.7744,8.0347,225.8527,39,45,0,84,11,39,50,132,6.2641,7,44.38
282.181,70.090625,1011.8854,8.062725,225.858075,65.25,57.75,0.25,123.25,22,47.75,69.5,169.5,11.4993,7,44.5075
282.4246,69.75265,1011.9964,8.09075,225.86345,91.5,70.5,0.5,162.5,33,56.5,89,207,17.7042,7,44.635
282.6682,69.414675,1012.1074,8.118775,225.868825,117.75,83.25,0.75,201.75,44,65.25,108.5,244.5,24.5342,7,44.7625
282.9118,69.0767,1012.2184,8.1468,225.8742,144,96,1,241,55,74,128,282,31.1925,7,44.89
283.10495,68.48305,1012.1699,8.243375,226.02775,150.25,103.25,1.25,254.75,59.5,81,139.75,307.5,37.6068,6.5,43.995
283.2981,67.8894,1012.1214,8.33995,226.1813,156.5,110.5,1.5,268.5,64,88,151.5,333,43.6884,6,43.1
283.49125,67.29575,1012.0729,8.436525,226.33485,162.75,117.75,1.75,282.25,68.5,95,163.25,358.5,49.2594,5.5,42.205
283.6844,66.7021,1012.0244,8.5331,226.4884,169,125,2,296,73,102,175,384,54.2571,5,41.31
283.794025,66.263325,1011.966575,8.597125,226.350925,185.5,128.5,2,315.75,81.25,103.75,184.75,395.75,58.6358,4.75,41.07
283.90365,65.82455,1011.90875,8.66115,226.21345,202,132,2,335.5,89.5,105.5,194.5,407.5,62.3643,4.5,40.83
284.013275,65.385775,1011.850925,8.725175,226.075975,218.5,135.5,2,355.25,97.75,107.25,204.25,419.25,65.3991,4.25,40.59
284.1229,64.947,1011.7931,8.7892,225.9385,235,139,2,375,106,109,214,431,67.7153,4,40.35
284.190075,64.838475,1011.7407,8.815025,225.61315,206.75,136.25,2,344,93,110,202.25,428.25,69.2958,4.25,39.3875
284.25725,64.72995,1011.6883,8.84085,225.2878,178.5,133.5,2,313,80,111,190.5,425.5,70.1294,4.5,38.425
284.324425,64.621425,1011.6359,8.866675,224.96245,150.25,130.75,2,282,67,112,178.75,422.75,70.2123,4.75,37.4625
284.3916,64.5129,1011.5835,8.8925,224.6371,122,128,2,251,54,113,167,420,69.5904,5,36.5
284.354525,64.45945,1011.582025,8.946325,224.526975,132.75,124.75,2,258.5,57.75,107.75,165.5,403,68.2516,5,37.06
284.31745,64.406,1011.58055,9.00015,224.41685,143.5,121.5,2,266,61.5,102.5,164,386,66.1804,5,37.62
284.280375,64.35255,1011.579075,9.053975,224.306725,154.25,118.25,2,273.5,65.25,97.25,162.5,369,63.3954,5,38.18
284.2433,64.2991,1011.5776,9.1078,224.1966,165,115,2,281,69,92,161,352,59.9215,5,38.74
284.139775,64.4531,1011.5523,9.189225,224.2556,136.5,103.5,1.75,240.75,56.25,84.5,140.75,322,55.7968,4.75,36.8725
284.03625,64.6071,1011.527,9.27065,224.3146,108,92,1.5,200.5,43.5,77,120.5,292,51.0644,4.5,35.005
283.932725,64.7611,1011.5017,9.352075,224.3736,79.5,80.5,1.25,160.25,30.75,69.5,100.25,262,45.7629,4.25,33.1375
283.8292,64.9151,1011.4764,9.4335,224.4326,51,69,1,120,18,62,80,232,39.9513,4,31.27
283.782125,64.952925,1011.51645,9.473025,224.502775,40.25,57,0.75,97.25,14,51.75,65.5,191,33.7285,4.25,31.0375
283.73505,64.99075,1011.5565,9.51255,224.57295,29.5,45,0.5,74.5,10,41.5,51,150,27.2763,4.5,30.805
283.687975,65.028575,1011.59655,9.552075,224.643125,18.75,33,0.25,51.75,6,31.25,36.5,109,20.6146,4.75,30.5725
283.6409,65.0664,1011.6366,9.5916,224.7133,8,21,0,29,2,21,22,68,14.0118,5,30.34
283.568225,65.220325,1011.6407,9.5902,224.63405,6,16,0,22,1.5,16,16.75,51,8.5622,5.5,31.5875
283.49555,65.37425,1011.6448,9.5888,224.5548,4,11,0,15,1,11,11.5,34,3.4751,6,32.835
283.422875,65.528175,1011.6489,9.5874,224.47555,2,6,0,8,0.5,6,6.25,17,0.1401,6.5,34.0825
283.3502,65.6821,1011.653,9.586,224.3963,0,1,0,1,0,1,1,0,0,7,35.33
283.292775,65.9669,1011.68745,9.5707,224.4844,0,0.75,0,0.75,0,0.75,0.75,0,0,7,36.715
283.23535,66.2517,1011.7219,9.5554,224.5725,0,0.5,0,0.5,0,0.5,0.5,0,0,7,38.1
283.177925,66.5365,1011.75635,9.5401,224.6606,0,0.25,0,0.25,0,0.25,0.25,0,0,7,39.485
283.1205,66.8213,1011.7908,9.5248,224.7487,0,0,0,0,0,0,0,0,0,7,40.87
283.106575,67.108475,1011.852425,9.4993,225.18105,0,0,0,0,0,0,0,0,0,7,40.9925
283.09265,67.39565,1011.91405,9.4738,225.6134,0,0,0,0,0,0,0,0,0,7,41.115
283.078725,67.682825,1011.975675,9.4483,226.04575,0,0,0,0,0,0,0,0,0,7,41.2375
283.0648,67.97,1012.0373,9.4228,226.4781,0,0,0,0,0,0,0,0,0,7,41.36
283.08675,68.16635,1012.084775,9.37945,226.834425,0,0,0,0,0,0,0,0,0,7,40.9425
283.1087,68.3627,1012.13225,9.3361,227.19075,0,0,0,0,0,0,0,0,0,7,40.525
283.13065,68.55905,1012.179725,9.29275,227.547075,0,0,0,0,0,0,0,0,0,7,40.1075
283.1526,68.7554,1012.2272,9.2494,227.9034,0,0,0,0,0,0,0,0,0,7,39.69
283.191375,68.758875,1012.308675,9.18105,228.01765,0,0,0,0,0,0,0,0,0,7,38.8575
283.23015,68.76235,1012.39015,9.1127,228.1319,0,0,0,0,0,0,0,0,0,7,38.025
283.268925,68.765825,1012.471625,9.04435,228.24615,0,0,0,0,0,0,0,0,0,7,37.1925
283.3077,68.7693,1012.5531,8.976,228.3604,0,0,0,0,0,0,0,0,0,7,36.36
283.313525,68.793175,1012.666275,8.91515,228.212025,0,0,0,0,0,0,0,0,0,7,35.3775
283.31935,68.81705,1012.77945,8.8543,228.06365,0,0,0,0,0,0,0,0,0,7,34.395
283.325175,68.840925,1012.892625,8.79345,227.915275,0,0,0,0,0,0,0,0,0,7,33.4125
283.331,68.8648,1013.0058,8.7326,227.7669,0,0,0,0,0,0,0,0,0,7,32.43
283.326625,68.89015,1013.0342,8.683,227.39385,0,0,0,0,0,0,0,0,0,7,33.865
283.32225,68.9155,1013.0626,8.6334,227.0208,0,0,0,0,0,0,0,0,0,7,35.3
283.317875,68.94085,1013.091,8.5838,226.64775,0,0,0,0,0,0,0,0,0,7,36.735
283.3135,68.9662,1013.1194,8.5342,226.2747,0,0,0,0,0,0,0,0,0,7,38.17
283.316275,68.9571,1013.083525,8.501125,225.672025,0,0,0,0,0,0,0,0,0,7.25,37.7175
283.31905,68.948,1013.04765,8.46805,225.06935,0,0,0,0,0,0,0,0,0,7.5,37.265
283.321825,68.9389,1013.011775,8.434975,224.466675,0,0,0,0,0,0,0,0,0,7.75,36.8125
283.3246,68.9298,1012.9759,8.4019,223.864,0,0,0,0,0,0,0,0,0,8,36.36
283.319525,68.924975,1012.96305,8.38765,223.2154,0,0,0,0,0,0,0,0,0,7.75,35.5825
283.31445,68.92015,1012.9502,8.3734,222.5668,0,0,0,0,0,0,0,0,0,7.5,34.805
283.309375,68.915325,1012.93735,8.35915,221.9182,0,0,0,0,0,0,0,0,0,7.25,34.0275
283.3043,68.9105,1012.9245,8.3449,221.2696,0,0,0,0,0,0,0,0,0,7,33.25
283.293925,68.87055,1012.9304,8.32995,220.622425,0,0,0,0,0,0,0,0,0,7.25,30.865
283.28355,68.8306,1012.9363,8.315,219.97525,0,0,0,0,0,0,0,0,0,7.5,28.48
283.273175,68.79065,1012.9422,8.30005,219.328075,0,0,0,0,0,0,0,0,0,7.75,26.095
283.2628,68.7507,1012.9481,8.2851,218.6809,0,0,0,0,0,0,0,0,0,8,23.71
283.2328,68.804125,1012.9339,8.284975,217.99455,0,0,0,0,0,0,0,0,0,7.75,22.5575
283.2028,68.85755,1012.9197,8.28485,217.3082,0,0,0,0,0,0,0,0,0,7.5,21.405
283.1728,68.910975,1012.9055,8.284725,216.62185,0,0,0,0,0,0,0,0,0,7.25,20.2525
283.1428,68.9644,1012.8913,8.2846,215.9355,0,0,0,0,0,0,0,0,0,7,19.1
283.107975,68.965875,1012.8761,8.291325,215.26325,0,0,0,0,0,0,0,0,0,7,15.925
283.07315,68.96735,1012.8609,8.29805,214.591,0,0,0,0,0,0,0,0,0,7,12.75
283.038325,68.968825,1012.8457,8.304775,213.91875,0,0,0,0,0,0,0,0,0,7,9.575
283.0035,68.9703,1012.8305,8.3115,213.2465,0,0,0,0,0,0,0,0,0,7,6.4
282.9654,68.853,1012.7612,8.32815,212.791125,0,0,0,0,0,0,0,0,0,7,6.7775
282.9273,68.7357,1012.6919,8.3448,212.33575,0,0,0,0,0,0,0,0,0,7,7.155
282.8892,68.6184,1012.6226,8.36145,211.880375,0,0,0,0,0,0,0,0,0,7,7.5325
282.8511,68.5011,1012.5533,8.3781,211.425,0,0,0,0,0,0,0,0,0,7,7.91
282.799125,68.353375,1012.55575,8.386075,211.15005,0,0,0,0,0,0,0,0,0,7.25,9.045
282.74715,68.20565,1012.5582,8.39405,210.8751,0,0,0,0,0,0,0,0,0,7.5,10.18
282.695175,68.057925,1012.56065,8.402025,210.60015,0,0,0,0,0,0,0,0,0,7.75,11.315
282.6432,67.9102,1012.5631,8.41,210.3252,0,0,0,0,0,0,0,0,0,8,12.45
282.5779,67.748925,1012.599475,8.416925,210.1963,0,0,0,0,0,0,0,0,0,8,14.92
282.5126,67.58765,1012.63585,8.42385,210.0674,0,0,0,0,0,0,0,0,0,8,17.39
282.4473,67.426375,1012.672225,8.430775,209.9385,0,0,0,0,0,0,0,0,0,8,19.86
282.382,67.2651,1012.7086,8.4377,209.8096,0,0,0,0,0,0,0,0,0,8,22.33
282.3731,66.945975,1012.7361,8.436225,209.7303,0.25,1,0,1.25,0,1,1.25,1.25,0,8,27.15
282.3642,66.62685,1012.7636,8.43475,209.651,0.5,2,0,2.5,0,2,2.5,2.5,0,8,31.97
282.3553,66.307725,1012.7911,8.433275,209.5717,0.75,3,0,3.75,0,3,3.75,3.75,0,8,36.79
282.3464,65.9886,1012.8186,8.4318,209.4924,1,4,0,5,0,4,5,5,0,8,41.61
282.493775,65.468,1012.839925,8.425925,209.611,7.5,13.25,0,20.75,1.75,12.5,15,36.75,0,8,41.0225
282.64115,64.9474,1012.86125,8.42005,209.7296,14,22.5,0,36.5,3.5,21,25,68.5,0,8,40.435
282.788525,64.4268,1012.882575,8.414175,209.8482,20.5,31.75,0,52.25,5.25,29.5,35,100.25,1.2474,8,39.8475
282.9359,63.9062,1012.9039,8.4083,209.9668,27,41,0,68,7,38,45,132,5.9458,8,39.26
283.1537,63.14015,1012.8591,8.414475,210.140575,49.5,53.75,0.25,103.75,16.5,47.25,63.75,169.5,10.8455,7.75,39.77
283.3715,62.3741,1012.8143,8.42065,210.31435,72,66.5,0.5,139.5,26,56.5,82.5,207,15.965,7.5,40.28
283.5893,61.60805,1012.7695,8.426825,210.488125,94.5,79.25,0.75,175.25,35.5,65.75,101.25,244.5,22.3222,7.25,40.79
283.8071,60.842,1012.7247,8.433,210.6619,117,92,1,211,45,75,120,282,28.6029,7,41.3
283.978975,60.174925,1012.5602,8.473875,210.9977,137.75,100.25,1.25,240,55.25,80.75,136,307.5,34.7446,7,40.7075
284.15085,59.50785,1012.3957,8.51475,211.3335,158.5,108.5,1.5,269,65.5,86.5,152,333,40.6365,7,40.115
284.322725,58.840775,1012.2312,8.555625,211.6693,179.25,116.75,1.75,298,75.75,92.25,168,358.5,46.0802,7,39.5225
284.4946,58.1737,1012.0667,8.5965,212.0051,200,125,2,327,86,98,184,384,51.007,7,38.93
284.58635,57.82055,1011.938425,8.60905,212.33995,219.75,128,2,349.75,96,99,195,395.75,55.3692,7,38.1425
284.6781,57.4674,1011.81015,8.6216,212.6748,239.5,131,2,372.5,106,100,206,407.5,59.1405,7,37.355
284.76985,57.11425,1011.681875,8.63415,213.00965,259.25,134,2,395.25,116,101,217,419.25,62.2589,7,36.5675
284.8616,56.7611,1011.5536,8.6467,213.3445,279,137,2,418,126,102,228,431,64.6942,7,35.78
284.8606,56.815725,1011.399225,8.642525,213.504975,293.5,135,2,430.5,132.25,99,231,428.25,66.4261,7,35.225
284.8596,56.87035,1011.24485,8.63835,213.66545,308,133,2,443,138.5,96,234,425.5,67.4407,7,34.67
284.8586,56.924975,1011.090475,8.634175,213.825925,322.5,131,2,455.5,144.75,93,237,422.75,67.7299,7,34.115
284.8576,56.9796,1010.9361,8.63,213.9864,337,129,2,468,151,90,240,420,67.2792,7,33.56
284.74375,57.35745,1010.8561,8.62835,213.98675,314,125.5,2,441.25,138.75,88.25,226.25,403,66.0921,7,34.2225
284.6299,57.7353,1010.7761,8.6267,213.9871,291,122,2,414.5,126.5,86.5,212.5,386,64.1908,7,34.885
284.51605,58.11315,1010.6961,8.62505,213.98745,268,118.5,2,387.75,114.25,84.75,198.75,369,61.5906,7,35.5475
284.4022,58.491,1010.6161,8.6234,213.9878,245,115,2,361,102,83,185,352,58.3132,7,36.21
284.1632,59.131425,1010.556925,8.6148,213.76525,212.75,106.5,1.75,320.25,86.75,77.75,164.5,322,54.3994,7,35.43
283.9242,59.77185,1010.49775,8.6062,213.5427,180.5,98,1.5,279.5,71.5,72.5,144,292,49.8953,7,34.65
283.6852,60.412275,1010.438575,8.5976,213.32015,148.25,89.5,1.25,238.75,56.25,67.25,123.5,262,44.8262,7,33.87
283.4462,61.0527,1010.3794,8.589,213.0976,116,81,1,198,41,62,103,232,39.2467,7,33.09
283.212325,61.68505,1010.40275,8.584475,212.912225,90.75,67.25,0.75,158.75,31.5,52.5,84.25,191,33.248,7,32.5525
282.97845,62.3174,1010.4261,8.57995,212.72685,65.5,53.5,0.5,119.5,22,43,65.5,150,27.0101,7,32.015
282.744575,62.94975,1010.44945,8.575425,212.541475,40.25,39.75,0.25,80.25,12.5,33.5,46.75,109,20.5482,7,31.4775
282.5107,63.5821,1010.4728,8.5709,212.3561,15,26,0,41,3,24,28,68,14.1136,7,30.94
282.34925,64.04225,1010.474475,8.58395,212.28,11.25,19.75,0,31,2.25,18.25,21.25,51,8.6868,7,31.415
282.1878,64.5024,1010.47615,8.597,212.2039,7.5,13.5,0,21,1.5,12.5,14.5,34,3.5957,7,31.89
282.02635,64.96255,1010.477825,8.61005,212.1278,3.75,7.25,0,11,0.75,6.75,7.75,17,0.1693,7,32.365
281.8649,65.4227,1010.4795,8.6231,212.0517,0,1,0,1,0,1,1,0,0,7,32.84
281.755925,65.769425,1010.494175,8.64305,212.0297,0,0.75,0,0.75,0,0.75,0.75,0,0,7,34.2975
281.64695,66.11615,1010.50885,8.663,212.0077,0,0.5,0,0.5,0,0.5,0.5,0,0,7,35.755
281.537975,66.462875,1010.523525,8.68295,211.9857,0,0.25,0,0.25,0,0.25,0.25,0,0,7,37.2125
281.429,66.8096,1010.5382,8.7029,211.9637,0,0,0,0,0,0,0,0,0,7,38.67
281.399875,66.91155,1010.5172,8.718725,211.9776,0,0,0,0,0,0,0,0,0,7,38.8825
281.37075,67.0135,1010.4962,8.73455,211.9915,0,0,0,0,0,0,0,0,0,7,39.095
281.341625,67.11545,1010.4752,8.750375,212.0054,0,0,0,0,0,0,0,0,0,7,39.3075
281.3125,67.2174,1010.4542,8.7662,212.0193,0,0,0,0,0,0,0,0,0,7,39.52
281.354275,67.118025,1010.35935,8.781675,212.016425,0,0,0,0,0,0,0,0,0,6.75,39.9
281.39605,67.01865,1010.2645,8.79715,212.01355,0,0,0,0,0,0,0,0,0,6.5,40.28
281.437825,66.919275,1010.16965,8.812625,212.010675,0,0,0,0,0,0,0,0,0,6.25,40.66
281.4796,66.8199,1010.0748,8.8281,212.0078,0,0,0,0,0,0,0,0,0,6,41.04
281.526975,66.740225,1009.98345,8.83565,212.081925,0,0,0,0,0,0,0,0,0,6.25,39.2875
281.57435,66.66055,1009.8921,8.8432,212.15605,0,0,0,0,0,0,0,0,0,6.5,37.535
281.621725,66.580875,1009.80075,8.85075,212.230175,0,0,0,0,0,0,0,0,0,6.75,35.7825
281.6691,66.5012,1009.7094,8.8583,212.3043,0,0,0,0,0,0,0,0,0,7,34.03
281.6821,66.48625,1009.61335,8.876975,212.54765,0,0,0,0,0,0,0,0,0,7,32.97
281.6951,66.4713,1009.5173,8.89565,212.791,0,0,0,0,0,0,0,0,0,7,31.91
281.7081,66.45635,1009.42125,8.914325,213.03435,0,0,0,0,0,0,0,0,0,7,30.85
281.7211,66.4414,1009.3252,8.933,213.2777,0,0,0,0,0,0,0,0,0,7,29.79
281.6981,66.494975,1009.259175,8.9602,213.742,0,0,0,0,0,0,0,0,0,7,30.12
281.6751,66.54855,1009.19315,8.9874,214.2063,0,0,0,0,0,0,0,0,0,7,30.45
281.6521,66.602125,1009.127125,9.0146,214.6706,0,0,0,0,0,0,0,0,0,7,30.78
281.6291,66.6557,1009.0611,9.0418,215.1349,0,0,0,0,0,0,0,0,0,7,31.11
281.65545,66.54845,1009.026325,9.07115,215.8136,0,0,0,0,0,0,0,0,0,7,28.88
281.6818,66.4412,1008.99155,9.1005,216.4923,0,0,0,0,0,0,0,0,0,7,26.65
281.70815,66.33395,1008.956775,9.12985,217.171,0,0,0,0,0,0,0,0,0,7,24.42
281.7345,66.2267,1008.922,9.1592,217.8497,0,0,0,0,0,0,0,0,0,7,22.19
281.86555,65.8969,1008.93665,9.17095,218.719,0,0,0,0,0,0,0,0,0,7,20.8025
281.9966,65.5671,1008.9513,9.1827,219.5883,0,0,0,0,0,0,0,0,0,7,19.415
282.12765,65.2373,1008.96595,9.19445,220.4576,0,0,0,0,0,0,0,0,0,7,18.0275
282.2587,64.9075,1008.9806,9.2062,221.3269,0,0,0,0,0,0,0,0,0,7,16.64
282.40215,64.82875,1009.02105,9.17985,222.5417,0,0,0,0,0,0,0,0,0,7.25,15.49
282.5456,64.75,1009.0615,9.1535,223.7565,0,0,0,0,0,0,0,0,0,7.5,14.34
282.68905,64.67125,1009.10195,9.12715,224.9713,0,0,0,0,0,0,0,0,0,7.75,13.19
282.8325,64.5925,1009.1424,9.1008,226.1861,0,0,0,0,0,0,0,0,0,8,12.04
